Facility Id,Facility Name,Facility  Status,Location  Street Address,Location  City,Location  State,Location  Zip,Locatino  Zip Four,Location  Area Code,Location  Phone Number,Location  Phone Extension,Location  Rep First,Location  Rep Last,Location  County Identity,Utm East,Utm North,Application  Date,Application  Number,Application  Status,Application  Type,Permit Number,Permit Status,PO Issue Date,BCAT Number,BCAT Description,CCAT Number,CCAT  Description,Naics Code,Sic Code1,Sic Code2,Emi Amt Av30 Co,Emi Amt Av30 Nox,Emi Amt Av30 Pm10,Emi Amt Av30 Rog,Emi Amt Av30 Sox,Emi Amt Av30 Tog,Operation  Days Per Week,Operation  Hours Per Day,Operation  Weeks Per Year
11,"LA CITY, DEPT OF GEN SERV",A,2222 E 7TH ST,LOS ANGELES,CA,90023,    ,213,2370862,     ,ROY     ,MC KEE ,LA  ,387.0469971,3766.460938,5/26/1989,205365,31,19,D34658,ACTIVE      ,1/10/1991,041401,I C E (50-500 HP) N-EM PORT N-RENT GASOL,  ,,488490,9199,    ,0,0,0,0,0,0,5,1,12
21,"LA CITY, DEPT OF GEN SERVICES",A,1663 BUTLER AVE,WEST LOS ANGELES,CA,90025,3003,213,4737748,     ,SHARI,KUROKI,LA  ,366.0539856,3767.833008,12/10/1998,349359,31,50,F26168,ACTIVE      ,3/23/2000,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,921190,9199,    ,1,1,0,0,0,0,1,0,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/27/1986,144994,31,10,M54932,ACTIVE      ,2/25/1987,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,7,24,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/27/1986,144995,31,10,M54933,ACTIVE      ,2/25/1987,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,7,24,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,4/15/1991,247315,31,20,D49145,ACTIVE      ,6/2/1992,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0.312,1.425,0.104,0.099,0.022,0,1,1,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/24/1993,281637,31,10,D74631,ACTIVE      ,6/28/1993,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,1,2,0
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,9/24/1993,285593,31,30,D77807,ACTIVE      ,10/19/1993,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,0,0,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,4/25/1997,327464,31,96,F7030 ,ACTIVE      ,5/2/1997,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,1,2,0,0,0,0,1,1,29
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,6/27/2001,389017,31,10,F43165,ACTIVE      ,8/17/2001,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0,5,0,0,0,0,1,1,29
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,9/17/2003,420481,31,10,F63782,ACTIVE      ,10/7/2003,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0,1,0,0,0,0,1,0,29
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,8/17/2004,433571,31,96,F70274,ACTIVE      ,8/20/2004,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,1,2,0,0,0,0,1,3.299999952,29
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/10/2005,443531,31,30,F80108,ACTIVE      ,1/12/2006,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,1,1,30
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,6/22/2007,471089,31,30,F94546,ACTIVE      ,12/27/2007,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,1,1,30
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,7/18/2007,471971,31,10,F94545,ACTIVE      ,12/27/2007,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,1,1,50
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,8/17/2007,472960,31,10,F94543,ACTIVE      ,12/27/2007,046901,I C E (50-500 HP) EM PORT N-RENT DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,1,1,50
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,8/17/2007,472961,31,10,F94544,ACTIVE      ,12/27/2007,046901,I C E (50-500 HP) EM PORT N-RENT DIESEL,  ,,611310,8221,    ,0,0,0,0,0,0,1,1,50
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,11/18/2008,492932,31,10,G3545 ,ACTIVE      ,6/23/2009,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0.05,0.41,0.01,0.01,0,0,1,0.25,20
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,6/26/2009,500029,31,10,G9546 ,ACTIVE      ,8/11/2010,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0.19,0.3,0,0.01,0,0,1,0.25,50
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,4/26/2011,521897,31,10,G41960,ACTIVE      ,7/22/2016,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0.44,0.69,0,0.02,0,0,1,1,1
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,4/25/2013,550614,31,10,G28806,ACTIVE      ,12/4/2013,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0.11,0.22,0,0,0,0,1,1,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,10/18/2013,557594,31,10,G34001,ACTIVE      ,1/7/2015,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0.19,1.52,0,0.03,0,0,1,1,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,10/18/2013,557659,31,10,G34002,ACTIVE      ,1/7/2015,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,23.03,10.21,0.1,2.23,0.02,0,1,1,52
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/19/2015,575252,31,10,G38976,ACTIVE      ,1/28/2016,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0.23,1.67,0.01,0.04,0,0,1,1,50
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/19/2015,575254,31,10,G38977,ACTIVE      ,1/28/2016,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611310,8221,    ,0.38,0.93,0,0.02,0,0,1,0.01,50
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/25/2017,594565,31,40,G48705,ACTIVE      ,10/13/2017,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,1.98,4.37,0.07,0.06,0,0,1,1,30
56,"UNIVERSITY SO CALIFORNIA,HEALTH SCIENCES",A,2011 ZONAL AVE,LOS ANGELES,CA,90033,1034,213,7409881,     ,DEAN,RICHARDSON,LA  ,388.7099915,3769.27002,5/25/2017,594580,31,40,G48706,ACTIVE      ,10/13/2017,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,611310,8221,    ,0.31,3.68,0.03,0.03,0,0,1,1,50
84,"LA CITY, HARBOR DEPT",A,425 S PALOS VERDES ST,SAN PEDRO,CA,90731,3309,310,7323950,     ,AMBER,COLUSO,LA  ,381.2999878,3733.879883,6/11/2010,511689,31,96,G10538,ACTIVE      ,10/29/2010,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,488310,8211,    ,0.07,0.35,0.01,0.02,0.02,0,1,1,50
84,"LA CITY, HARBOR DEPT",A,425 S PALOS VERDES ST,SAN PEDRO,CA,90731,3309,310,7323950,     ,AMBER,COLUSO,LA  ,381.2999878,3733.879883,6/11/2010,511692,31,96,G10539,ACTIVE      ,10/29/2010,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,488310,8211,    ,0.62,3.12,0.04,0.1,0.1,0,1,1,50
84,"LA CITY, HARBOR DEPT",A,425 S PALOS VERDES ST,SAN PEDRO,CA,90731,3309,310,7323950,     ,AMBER,COLUSO,LA  ,381.2999878,3733.879883,5/4/2012,536060,31,10,G19482,ACTIVE      ,7/25/2012,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,488310,8211,    ,0.11,1.11,0.02,0.03,0.02,0,1,1,50
84,"LA CITY, HARBOR DEPT",A,425 S PALOS VERDES ST,SAN PEDRO,CA,90731,3309,310,7323950,     ,AMBER,COLUSO,LA  ,381.2999878,3733.879883,8/31/2012,542442,31,10,G21544,ACTIVE      ,11/20/2012,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,488310,8211,    ,0.28,0.31,0,0.02,0.02,0,1,1,50
90,SO CAL GAS CO,A,303 S WOODS ST,LOS ANGELES,CA,90022,1941,310,5782667,     ,BRYAN ,GORDON,LA  ,393.3099976,3766.26001,6/3/2008,483503,31,10,F97310,ACTIVE      ,6/10/2008,043501,I C E (50-500 HP) EM ELEC GEN-NG & LPG,  ,,493110,    ,    ,0,0,0,0,0,0,1,1,50
197,"NEWPORT BEACH CITY, FIRE DEPT",A,868 SANTA BARBARA DR,NEWPORT BEACH,CA,92660,6303,949,6443309,     ,SCOTT ,POSTER,OR  ,418.3500061,3720.350098,9/15/2015,578252,31,96,G37508,ACTIVE      ,9/30/2015,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,922160,9224,    ,0.03,0.07,0,0,0,0,1,1,50
204,CALTRANS,A,32821 32821 HILLTOP BLVD,RUNNING SPRINGS,CA,92382,    ,909,3836820,     ,LARRY,BANKS,SB  ,0,0,1/7/2015,571402,31,30,G35210,ACTIVE      ,4/9/2015,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,926120,9621,    ,0,0,0,0,0,0,1,0.300000012,40
204,CALTRANS,A,32821 32821 HILLTOP BLVD,RUNNING SPRINGS,CA,92382,    ,909,3836820,     ,LARRY,BANKS,SB  ,0,0,12/27/2016,591032,31,10,G44645,ACTIVE      ,1/30/2017,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,926120,9621,    ,0.03,0.1,0,0.01,0,0,1,1,50
250,HUNTINGTON PARK CITY,A,6900 BISSELL ST,HUNTINGTON PARK,CA,90255,5595,626,4474274,210  ,WES,LIND,LA  ,388.5899963,3759.89209,10/20/2009,503033,31,96,G5927 ,ACTIVE      ,1/1/2010,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,561720,9199,    ,0.45,0.71,0,0.02,0,0,1,1,50
328,ROWLAND WATER DISTRICT,A,3021 S FULLERTON RD,ROWLAND HEIGHTS,CA,91748,4706,562,6971726,     ,TED,CARRERA,LA  ,415.3200073,3758.620117,11/28/2006,463089,31,96,F85853,ACTIVE      ,11/28/2006,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,221310,9511,    ,0,0,0,0,0,0,1,1,29
340,"ANAHEIM UNION HSD, CYPRESS HIGH SCHOOL",A,9801 VALLEY VIEW ST,CYPRESS,CA,90630,    ,714,9993581,     ,DARREL,ADAIR,OR  ,404.8139954,3742.431885,4/27/2005,443533,31,10,F83563,ACTIVE      ,8/4/2006,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611110,8211,    ,0,0,0,0,0,0,1,1,50
346,"FRITO-LAY, INC.",A,9535 ARCHIBALD AVE,RANCHO CUCAMONGA,CA,91730,5737,909,9416203,     ,BOB,BIACSI,SB  ,445.2600098,3771.149902,12/12/1995,309749,31,30,D97037,ACTIVE      ,3/13/1996,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,311919,2096,    ,0,1,0,0,0,0,0,0,40
406,WALNUT VILLAGE,A,891 S WALNUT,ANAHEIM,CA,92802,1797,714,5071344,     ,GEORGE,AYERS,OR  ,414.0620117,3742.445068,5/6/2009,498728,31,10,G3760 ,ACTIVE      ,7/16/2009,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,623312,6513,    ,0.1408,0.4785,0.0018,0.0146,0.0009,0,1,1,42
457,"LA CO DEPT HEALTH SRV,UCLA HARBOR MED HO",A,1000 W CARSON ST BOX 499,TORRANCE,CA,90502,    ,310,2223301,     ,MANUEL E,GUZMAN,LA  ,380.6099854,3743.850098,9/21/1999,359537,31,96,F22167,ACTIVE      ,9/21/1999,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,622110,9999,8060,1,8,0,0,0,0,1,1,29
457,"LA CO DEPT HEALTH SRV,UCLA HARBOR MED HO",A,1000 W CARSON ST BOX 499,TORRANCE,CA,90502,    ,310,2223301,     ,MANUEL E,GUZMAN,LA  ,380.6099854,3743.850098,9/21/1999,359538,31,96,F22168,ACTIVE      ,9/21/1999,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,622110,9999,8060,1,8,0,0,0,0,1,1,29
457,"LA CO DEPT HEALTH SRV,UCLA HARBOR MED HO",A,1000 W CARSON ST BOX 499,TORRANCE,CA,90502,    ,310,2223301,     ,MANUEL E,GUZMAN,LA  ,380.6099854,3743.850098,9/21/1999,359539,31,96,F22169,ACTIVE      ,9/21/1999,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,622110,9999,8060,1,8,0,0,0,0,1,1,29
457,"LA CO DEPT HEALTH SRV,UCLA HARBOR MED HO",A,1000 W CARSON ST BOX 499,TORRANCE,CA,90502,    ,310,2223301,     ,MANUEL E,GUZMAN,LA  ,380.6099854,3743.850098,9/21/1999,359540,31,96,F22170,ACTIVE      ,9/21/1999,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,622110,9999,8060,1,8,0,0,0,0,1,1,29
511,WHITTIER FERTILIZER CO,A,9441 KRUSE RD,PICO RIVERA,CA,90660,1492,310,6993461,     ,BOB,OSBORN,LA  ,401.4100037,3764.600098,4/6/2016,584581,31,10,G49498,ACTIVE      ,11/30/2017,041901,I C E (50-500 HP) N-EM PORT N-RENT DIESE,  ,,444220,2490,    ,1.16,2.22,0.1,0.09,0.02,0,3,4,38
511,WHITTIER FERTILIZER CO,A,9441 KRUSE RD,PICO RIVERA,CA,90660,1492,310,6993461,     ,BOB,OSBORN,LA  ,401.4100037,3764.600098,4/6/2016,584583,31,10,G49499,ACTIVE      ,11/30/2017,041901,I C E (50-500 HP) N-EM PORT N-RENT DIESE,  ,,444220,2490,    ,2.31,7.3,0.03,0.17,0.02,0,3,4,48
511,WHITTIER FERTILIZER CO,A,9441 KRUSE RD,PICO RIVERA,CA,90660,1492,310,6993461,     ,BOB,OSBORN,LA  ,401.4100037,3764.600098,4/6/2016,584587,31,10,G49500,ACTIVE      ,11/30/2017,041901,I C E (50-500 HP) N-EM PORT N-RENT DIESE,  ,,444220,2490,    ,0.06,2.49,0.06,0.12,0.06,0,5,8,50
511,WHITTIER FERTILIZER CO,A,9441 KRUSE RD,PICO RIVERA,CA,90660,1492,310,6993461,     ,BOB,OSBORN,LA  ,401.4100037,3764.600098,2/5/2019,610293,31,10,G56500,ACTIVE      ,3/15/2019,040901,I C E (50-500 HP) N-EM STAT DIESEL,  ,,444220,2490,    ,0,1.74,0,0.93,0,0,5,8,50
525,COVINA VALLEY UNIFIED SCH DIST,A,519 E BADILLO ST,COVINA,CA,91723,2803,818,3313371,     ,THOMAS E,CALLAHAN,LA  ,418.730011,3771.879883,5/9/2019,612543,31,30,G57390,ACTIVE      ,5/25/2019,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611110,8211,    ,0.04,0.17,0,0,0,0,1,1,50
593,LA CO. ISD/NETWORK SERVICES DIVISION,A,1110 N EASTERN AVE,LOS ANGELES,CA,90063,3216,323,8814608,     ,STEPHEN,JENKINS,LA  ,391.4599915,3768.093018,2/2/2001,381424,31,30,F42003,ACTIVE      ,7/21/2001,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,541860,9199,    ,1,3,0,0,0,0,1,0,52
684," COUNTY OF RIVERSIDE (RV0905, RV1005)",A,4080 LEMON ST,RIVERSIDE,CA,92501,3679,951,8308526,     ,GILBERT,MONTANEZ,RV  ,465.4590149,3759.601074,10/23/1997,333470,31,96,F10093,ACTIVE      ,10/28/1997,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,921110,9199,    ,0,1,0,0,0,0,1,1,29
684," COUNTY OF RIVERSIDE (RV0905, RV1005)",A,4080 LEMON ST,RIVERSIDE,CA,92501,3679,951,8308526,     ,GILBERT,MONTANEZ,RV  ,465.4590149,3759.601074,7/12/2000,371701,31,30,F53704,ACTIVE      ,7/24/2002,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,921110,9199,    ,0,2,0,0,0,0,1,0,52
684," COUNTY OF RIVERSIDE (RV0905, RV1005)",A,4080 LEMON ST,RIVERSIDE,CA,92501,3679,951,8308526,     ,GILBERT,MONTANEZ,RV  ,465.4590149,3759.601074,8/5/2009,501269,31,30,G6110 ,ACTIVE      ,1/1/2010,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,921110,9199,    ,0.18,0.59,0.03,0.02,0,0,1,1,50
768,"PACIFIC BELL, AT&T CALIFORNIA, DBA",A,7323 SUNSET BLVD,LOS ANGELES,CA,90046,    ,925,8236161,     ,ANDREW,TAYLOR,LA  ,375.5,3773.649902,1/13/2004,424121,31,10,F67880,ACTIVE      ,4/23/2004,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,517911,4813,    ,0,3,0,0,0,0,1,1,50
837,"LA CITY, DWP",A,315 N ISLAND AVE,WILMINGTON,CA,90744,    ,213,3670636,     ,CINDY,PARSONS,LA  ,382.7730103,3737.478027,11/29/2005,451267,31,63,F84104,ACTIVE      ,9/14/2006,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,926130,4911,    ,0,1,0,0,0,0,1,1,50
918,EMANATE HEALTH MEDICAL CENTER,A,1115 S SUNSET AVE,WEST COVINA,CA,91790,3999,626,9624011,     ,BOB,JAMES,LA  ,412.7600098,3769.2771,2/27/1989,184459,31,19,D16903,ACTIVE      ,1/29/1990,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,622110,8060,    ,0,0,0,0,0,0,1,1,52
918,EMANATE HEALTH MEDICAL CENTER,A,1115 S SUNSET AVE,WEST COVINA,CA,91790,3999,626,9624011,     ,BOB,JAMES,LA  ,412.7600098,3769.2771,9/29/2011,527772,31,20,G43375,ACTIVE      ,10/18/2016,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,622110,8060,    ,0.99,2.35,0.02,0.03,0,0,1,1,30
958,"LA UNI SCH DIST, WOODROW WILSON HIGH",A,4500 MULTNOMAH ST,LOS ANGELES,CA,90032,3703,213,7427267,     ,KEN,DAVIS,LA  ,390.368988,3770.370117,8/4/2009,501119,31,10,G11102,ACTIVE      ,12/17/2010,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,611110,8211,    ,0.04,0.09,0,0,0,0,1,1,50
1091,SO CAL EDISON CO,A,16333 GALE AVE,CITY OF INDUSTRY,CA,91745,1710,626,9340852,     ,ROBERT,HOOP     ,LA  ,412.25,3763.149902,7/17/2019,614672,31,96,G58543,ACTIVE      ,8/18/2019,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,221118,4911,    ,0.29,1,0.02,0.02,0,0,1,1,50
1179,"INLAND EMPIRE UTL AGEN, A MUN WATER DIS",A,16400 EL PRADO RD,CHINO,CA,91710,    ,909,9931762,     ,CHRIS,BERCH,SB  ,436.3599854,3759.540039,8/15/1991,254827,31,10,D42804,ACTIVE      ,9/11/1991,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,221310,4952,    ,1.096,6.575,0.164,0.148,0.164,0,1,1,52
1179,"INLAND EMPIRE UTL AGEN, A MUN WATER DIS",A,16400 EL PRADO RD,CHINO,CA,91710,    ,909,9931762,     ,CHRIS,BERCH,SB  ,436.3599854,3759.540039,1/8/2004,423470,31,96,F65474,ACTIVE      ,1/8/2004,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,221310,4952,    ,0,1,0,0,0,0,1,1,29
1216,"HRL LABORATORIES, LLC",A,3011 MALIBU CANYON RD,MALIBU,CA,90265,4797,310,3175188,     ,BRENT,THORELL,LA  ,343.7799988,3768.090088,6/14/1993,282304,31,30,D88101,ACTIVE      ,2/1/1995,044901,I C E (50-500 HP) EM FIRE FGHT-DIESEL,  ,,541712,8731,    ,0,0,0,0,0,0,0,0,50
1216,"HRL LABORATORIES, LLC",A,3011 MALIBU CANYON RD,MALIBU,CA,90265,4797,310,3175188,     ,BRENT,THORELL,LA  ,343.7799988,3768.090088,8/11/1993,284096,31,20,D88102,ACTIVE      ,2/1/1995,044901,I C E (50-500 HP) EM FIRE FGHT-DIESEL,  ,,541712,8731,    ,0,0,0,0,0,0,0,0,50
1216,"HRL LABORATORIES, LLC",A,3011 MALIBU CANYON RD,MALIBU,CA,90265,4797,310,3175188,     ,BRENT,THORELL,LA  ,343.7799988,3768.090088,9/7/2004,434383,31,60,F76758,ACTIVE      ,7/20/2005,043902,I C E (>500 HP) EM ELEC GEN DIESEL,  ,,541712,8731,    ,2,2,0,1,1,0,1,5,1
1216,"HRL LABORATORIES, LLC",A,3011 MALIBU CANYON RD,MALIBU,CA,90265,4797,310,3175188,     ,BRENT,THORELL,LA  ,343.7799988,3768.090088,12/3/2008,492543,31,96,G1078 ,ACTIVE      ,12/11/2008,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,541712,8731,    ,0.27,0.35,0,0.02,0,0,1,1,50
1216,"HRL LABORATORIES, LLC",A,3011 MALIBU CANYON RD,MALIBU,CA,90265,4797,310,3175188,     ,BRENT,THORELL,LA  ,343.7799988,3768.090088,2/26/2010,508361,31,40,G9410 ,ACTIVE      ,7/30/2010,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,541712,8731,    ,0,0,0,0,0,0,0,0,0
1308,RAND CORP,A,1776 MAIN ST,SANTA MONICA,CA,90401,    ,310,3930411,6402 ,MICHAEL,VASQUEZ,LA  ,362.25,3764.184082,6/15/2001,387747,31,96,F40838,ACTIVE      ,6/15/2001,043901,I C E (50-500 HP) EM ELEC GEN-DIESEL,  ,,541712,8731,    ,0,2,0,0,0,0,1,1,29
1374,"HUNTINGTON BEACH CITY, WATER DIV",A,10101 HAMILTON AVE,HUNTINGTON BEACH,CA,92648,    ,714,3741512,     ,JAY,KLEINHEINZ,OR  ,411.8900146,3723.550049,3/2/1993,278777,31,10,D72189,ACTIVE      ,4/6/1993,045501,I C E (50-500 HP) EM FLOOD CTL-NG & LPG,89,NON SELECTIVE CATALYTIC REDUCTION,221310,4939,    ,0,0,0,0,0,0,0,0,52
1374,"HUNTINGTON BEACH CITY, WATER DIV",A,10101 HAMILTON AVE,HUNTINGTON BEACH,CA,92648,    ,714,3741512,     ,JAY,KLEINHEINZ,OR  ,411.8900146,3723.550049,7/19/2011,525317,31,10,G14719,ACTIVE      ,8/24/2011,043831,I C E (50-500 HP) EM ELE GEN NG & METHAN,  ,,221310,4939,    ,0.31,0.23,0,0.23,0,0,1,1,50
1374,"HUNTINGTON BEACH CITY, WATER DIV",A,10101 HAMILTON AVE,HUNTINGTON BEACH,CA,92648,    ,714,3741512,     ,JAY,KLEINHEINZ,OR  ,411.8900146,3723.550049,7/19/2011,525318,31,10,G14718,ACTIVE      ,8/24/2011,043831,I C E (50-500 HP) EM ELE GEN NG & METHAN,  ,,221310,4939,    ,0.31,0.23,0,0.23,0,0,1,1,50
